F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
32.272835,0.0772732,31.2737,31.956379,34.213898,2.940197,116.27836,214.29907,8.645276,3.6191776,0.25172606,0.95950514,0.0023005158,0.19944733,0.49949688,0.49719638,3.7246602,2.3846436,2.5679693,1.5663313,0.054700322,1.1271144,21.302835,0.9440532,7.975528,1.2816516,6.7007656,1.7770205,4.373088,2.6372294,0.010265523,1.93395,0.57521236,1.0653969,10.551652,0.27675557,0.093750745,70.78297,22.148941,0.2939791,455.3725,0.42806375,1184.8083,0.21816197,-94.78001,-0.9927594,1399.5133,0.17082518,869.5363,0.2806523,-99.13259,-0.8947502,2453.4902,0.072880685,698.9675,0.31183723,-104.38261,-0.80441993,-16.62483,-0.38818985,27.45298,0.28245598,0.08579805,0.32034752,-0.015053689,-0.61849827,0.08855918,0.6141761,35.638756,0.29754135,9.491466,0.9769166,9.162343,1.544545,4.5462418,2.7906768,-1.706962,10.891996,0.093788184,0.015007688,0.0144428965,1.6949153,0.6423983,0.87,0.7465029,0.4975,0.40474528,-39.2281,02
32.63382,0.06550939,31.255495,32.108765,35.678097,4.4226017,114.00521,188.96114,8.828726,4.1586404,0.2827667,0.9688062,0.002036482,0.24008104,0.5769494,0.5749129,3.1878858,1.3972088,2.8308868,1.7655003,0.05923926,1.127108,20.463272,1.0171142,6.269722,1.4798071,6.5629706,1.3242204,3.4894786,3.0647485,0.009284402,1.8918228,0.6326406,1.1710162,10.81222,0.24012552,-0.08439489,-80.53459,20.343191,0.34359294,458.60413,0.38049358,1232.757,0.20760858,-93.36805,-1.0190336,1378.7639,0.1388138,868.8902,0.2491806,-96.11683,-0.9308028,2486.751,0.07489905,642.47876,0.4331929,-101.11756,-0.8435198,-16.059809,-0.41630796,25.493668,0.3782686,0.08789248,0.34324047,-0.014204599,-0.5921734,0.0949595,0.634904,35.22779,0.31130442,6.817421,1.3357105,8.92216,1.0406444,2.5865982,4.4600024,-0.24875411,9.194405,0.0982321,0.01691166,0.014763079,1.6260163,0.41067764,1.395,0.645,0.6766666,0.3727674,-38.554207,02
32.825188,0.06275851,31.302658,32.011177,35.826385,4.5237274,16.2255,7.270511,19.877398,5.3438473,0.42648917,1.1015737,0.0027035046,0.27138513,0.8972287,0.89452523,6.1453767,3.0705092,6.410853,4.4659414,0.1128948,1.2522534,14.52171,1.0972406,1.2640789,7.163636,6.876171,1.7692052,0.92904955,15.252579,0.01147885,1.4764805,0.83965045,0.86494374,9.1374035,0.36568534,-0.21451794,-38.232952,15.033639,0.4819333,426.4107,0.43190005,1134.7997,0.18673855,-105.22955,-0.93254185,1374.2169,0.16785273,792.03076,0.31329754,-99.39234,-0.9474682,2416.8933,0.0986595,567.70685,0.3657612,-102.22672,-0.89354444,-10.525213,-0.57186186,18.47435,0.34186566,0.11124257,0.24539232,-0.013252071,-0.7607786,0.20661913,0.65709907,26.453491,0.37085018,0.18348227,61.045094,9.638085,1.6050451,-1.5232637,-11.853288,0.29351643,7.0794287,0.09151582,0.015750151,0.008192328,1.754386,0.443459,1.1999999,0.63,0.6866666,0.4443222,-34.782284,03
32.509747,0.08276491,31.110973,32.014694,35.856316,4.7453423,149.51335,140.47975,14.460464,10.605125,0.41480014,1.0754353,0.010766364,0.2407833,0.8946522,0.8838858,5.9247503,2.8975382,5.3324094,2.4890423,0.11407238,1.237824,15.269167,1.1694275,0.70992255,14.389023,7.9457927,1.5716596,1.9987447,7.687258,0.018227022,4.0509706,0.8238793,1.0072906,9.21408,0.35566226,0.6161518,11.97879,16.896366,0.42644545,430.2678,0.41078696,1172.0026,0.20510815,-104.74988,-0.9356317,1396.559,0.16826367,806.4998,0.3173405,-102.3244,-0.90756863,2441.4573,0.10487605,622.7681,0.40162167,-104.83577,-0.8629244,-11.403358,-0.53471816,19.16719,0.43064532,0.112248994,0.23114616,-0.013984294,-0.7096398,0.21206827,0.6323848,29.258112,0.37835664,-1.1833277,-10.006272,11.401562,1.3750693,-0.87760454,-22.144258,0.32675335,6.917754,0.07653124,0.012430914,0.00838062,1.5695068,0.68027216,0.7633333,0.48127148,0.68,0.44639292,-35.343716,03
32.694004,0.063634016,31.268183,32.032772,35.34471,4.0765285,32.62844,34.36931,18.29574,8.19382,0.40339762,1.0697201,0.0026971758,0.2833964,0.87518173,0.87248456,5.677968,2.954584,4.9026027,2.6005013,0.11844927,1.2040985,11.530638,1.5846454,3.3402638,2.8832426,7.244402,1.4244514,0.2835683,48.80488,0.01083116,1.1463431,0.8297381,0.9095338,8.986838,0.37711516,2.1734047,3.6942985,16.200417,0.3650729,480.90002,0.48026332,1116.2642,0.20694816,-108.36144,-0.8950921,1452.4437,0.21223116,791.38293,0.27552646,-105.9198,-0.88302577,2474.3267,0.111213356,608.42804,0.49208513,-108.507034,-0.8369439,-10.663314,-0.5406077,18.847776,0.3311863,0.10957593,0.23424232,-0.013424702,-0.7558169,0.22197455,0.5863242,26.356012,0.3804897,1.0487429,9.447005,9.682769,1.2724311,-2.4374042,-7.1759863,3.0947633,3.6363592,0.08441831,0.015851159,0.016731823,1.8518519,0.4683841,1.0699999,0.53,0.6933333,0.37007508,-35.71837,03
32.366127,0.06458724,31.036137,31.88202,34.56628,3.5301437,27.490261,19.563593,12.921208,7.641606,0.44484413,1.1204513,0.0067532687,0.27067629,0.95611346,0.9493602,7.8686004,3.5567765,5.709819,4.3092,0.1342458,1.3713292,15.140408,1.1052276,1.763851,6.2850733,5.1819572,1.7469958,2.0394304,7.6822977,0.012786608,1.2699972,0.8792817,0.9733557,8.5968,0.4973763,2.7016914,3.790292,16.272089,0.41564456,452.7082,0.46498665,1118.8467,0.22317182,-105.515495,-0.92619187,1396.0365,0.19420254,883.65796,0.3622003,-101.66742,-0.9174152,2404.5103,0.10937952,590.7967,0.41359997,-104.01336,-0.87420624,-11.458366,-0.5223644,19.49835,0.31246847,0.10954117,0.27499318,-0.01468547,-0.64891064,0.25106847,0.75376934,27.369095,0.42228815,1.0076439,10.863519,6.5990553,1.6909916,-2.6883686,-7.0552144,-0.13802989,8.550686,0.07709805,0.015007753,0.0067726364,1.5590202,0.45045045,1.165,0.445,0.6866666,0.40069383,-33.682293,03
32.94943,0.06578195,31.478113,32.42091,36.037037,4.5589237,93.32986,177.11969,11.664199,5.6987963,0.66289765,1.1127106,0.009833775,0.43132728,1.3509357,1.3411019,8.775539,5.5954986,8.3927145,4.438406,0.232515,1.261303,15.0460205,1.0158579,-0.06565103,-170.85149,5.276646,2.5249794,1.0758601,15.810403,0.013486355,1.6717896,0.8338624,0.921481,9.19499,0.35630423,2.0786896,4.1238666,17.46848,0.397738,561.7061,0.54167855,1150.2455,0.24062413,-106.61207,-0.9086779,1554.3911,0.25152963,777.7976,0.35360783,-100.16047,-0.92165005,2578.3596,0.17579696,634.2518,0.37071264,-102.50788,-0.87871,-10.62158,-0.58638686,19.578142,0.35365248,0.104058556,0.24695112,-0.015598653,-0.66436154,0.41838348,0.6952938,26.075865,0.41252416,0.9217828,12.393404,7.02186,2.4250894,-2.510587,-8.721661,1.6998509,6.59149,0.074725024,0.012824584,0.021677338,1.4522822,0.8385744,0.6325,0.5760371,0.42999998,0.46703318,-28.940985,03
32.659584,0.07141439,31.281519,32.124657,35.843037,4.5615177,14.768394,9.226437,6.7961016,9.904993,0.6176835,1.0626562,0.0059458325,0.423331,1.3326554,1.3267096,7.168905,4.1182814,10.083822,7.7366896,0.18303247,1.1849346,14.258499,1.0716234,0.65554065,15.182437,7.0225477,1.875406,0.48121092,33.692394,0.0127538005,1.7283967,0.8233757,0.95103705,9.0600195,0.37477857,1.8108374,3.9983084,15.897592,0.36460137,482.50677,0.56344205,1124.4822,0.26426917,-103.96859,-0.9374252,1461.0826,0.23421822,769.53064,0.30580324,-94.81432,-0.983787,2504.4548,0.13354763,592.75323,0.4241778,-97.44375,-0.93148744,-9.59672,-0.5811906,17.404068,0.3439333,0.110727675,0.19176193,-0.015503205,-0.67182094,0.32386208,0.6142412,24.752876,0.4183474,0.6586968,16.010843,9.290267,1.7831402,-3.4807856,-5.6267824,0.76815516,7.300477,0.08090495,0.012280888,0.007667966,1.4613779,0.63291144,0.8766666,0.54615825,0.6766666,0.4598792,-30.919432,03
32.67295,0.07058571,31.317213,32.248142,35.6121,4.2948856,44.64541,36.085537,20.250631,13.390487,0.6908215,1.0337061,0.011681231,0.45128328,1.4279296,1.4162484,11.388829,6.0956736,6.0411572,3.4169667,0.24538514,1.2474333,13.970056,1.0344613,-1.5223843,-7.30916,5.630446,1.825499,-1.2263194,-12.406483,0.014218679,1.5859414,0.784455,0.97366416,8.414131,0.4967753,1.9100453,6.4308887,12.914708,0.6461016,582.8198,0.55650926,1128.4996,0.19897003,-103.31122,-0.9470222,1614.6492,0.24133483,778.0721,0.36682868,-93.345665,-1.0016989,2578.3674,0.15573439,639.45337,0.40205112,-93.91353,-0.9891282,-9.791417,-0.5358031,16.309925,0.33405292,0.11389431,0.21996146,-0.01738933,-0.5982118,0.43024972,0.6890492,23.363678,0.44034323,-2.0077808,-5.300389,7.687912,1.5510321,-6.6842933,-2.5719903,1.6364822,7.924962,0.07800392,0.013400451,0.00788553,1.4227642,0.41067764,1.375,0.615,0.69,0.41044688,-29.763742,03
32.82567,0.08379561,31.454018,32.462055,35.99597,4.541954,166.4684,250.33257,18.33827,14.036158,0.6427262,1.0191373,0.010302047,0.5262871,1.3444684,1.3341663,9.754013,5.5504537,6.644688,5.2429037,0.23438354,1.2331704,14.567334,1.0623467,1.1745551,10.558593,5.241119,1.914503,-0.30976257,-53.363113,0.02625333,3.6880152,0.8387158,1.0819383,8.757524,0.46571416,3.2412465,3.146614,16.051119,0.420819,605.3907,0.5048564,1137.1099,0.24574457,-108.01437,-0.8962265,1641.5454,0.23090474,821.52344,0.49150115,-95.87368,-0.9676526,2616.821,0.14013438,690.4712,0.39024997,-97.546936,-0.93565375,-10.095615,-0.59731454,17.953564,0.37767467,0.1126539,0.2377457,-0.014970206,-0.71933085,0.40528816,0.70196664,24.820581,0.40711668,-0.7572949,-13.501958,6.687702,1.7603573,-4.2913,-4.686647,-0.25093767,8.665065,0.079122566,0.012154233,0.0223328,1.4227642,0.41067764,1.355,0.615,0.7033333,0.37747702,-30.477789,03
